CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
00.873.894/0001-24;2023-12-31;2;134610;LETS RENT A CAR S/A;121868;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2017-03-03;;2017-01-01;Os auditores independentes prestaram os serviços de: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, referentes aos exercícios sociais encerrados em 31 de dezembro de 2020, 2019, 2018, preparadas de acordo com as Normas Internacionais de Relatório Financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) e também de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) (ii) revisão das informações trimestrais preparadas de acordo com o CPC 21/IAS 34 em 2018, 2019, 2020 e no exercício social corrente e (iii) procedimentos pré-acordados em conexão com oferta pública de ações.;Não aplicável.;Em atendimento ao art. 31 da Resolução CVM 23/2021, o Conselho de Administração aprovou a contratação da DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA em substituição à KPMG Auditores Independentes, em razão de, no mesmo período, ter ocorrido a substituição da KPMG Auditores Independentes pela DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA, como auditora de sua controladora, a Vix Logística S.A.;Não aplicável.
00.897.864/0001-58;2023-12-31;1;124388;SANTA CATARINA PART INVEST SA;112769;VGA Auditores Independentes;;83280859000129;003689;Nacional;2018-08-05;;2018-08-05;Serviços de Auditoria Externa Independente;22023,60;n/a;n/a
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;123535;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000626;003859;Nacional;2019-01-22;;2019-01-22;1)Relatório de auditoria sobre as demonstrações contábeis em 31/12/2022 elaboradas de acordo com as práticas contábeis adotadas no Brasil2)Relatórios de revisão das informações contábeis intermediárias em 31/03/2022, 30/06/2022 e 30/09/2022, elaboradas de acordo com o CPC 21 (RI) e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo Internacional Accounting Standards Board - IASB3)Relatórios de recomendações sobre os controles internos, compreendendo nossas constatações.;No exercício social encerrado em 31 de dezembro de 2022, os auditores independentes receberam honorários no valor total de R$ 385 mil, pelos serviços de auditoria contratados conf. detalhado no item 9.1 acima, não tendo sido prestados quaisquer outros serviços para a Companhia.;Rotação do prestador de serviços de auditoria externa independente, conforme roga a instrução 308/199.;Não Aplicável.
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;123536;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2023-11-29;;2024-01-01;1)Relatório de auditoria sobre as demonstrações contábeis em 31/12/2024, 31/12/2025, 31/12/2026, 31/12/2027 e 31/12/2028 elaboradas de acordo com as práticas contábeis adotadas no Brasil2)Relatórios de revisão das informações contábeis intermediárias em 31/03/2024, 30/06/2024, 30/09/2024, 31/03/2025, 30/06/2025, 30/09/2025, 31/03/2026, 30/06/2026, 30/09/2026, 31/03/2027, 30/06/2027, 30/09/2027, 31/03/2028, 30/06/2028, 30/09/2028 elaboradas de acordo com o CPC 21 (RI) e com a norma internacional IAS 34 - Interim Financial Reporting, emitida pelo Internacional Accounting Standards Board - IASB3)Relatórios de recomendações sobre os controles internos, compreendendo nossas constatações.;Não houve remuneração do auditor no último exercício social;Rotação do prestador de serviços de auditoria externa independente, conforme resolução CVM 23/2021.;Não Aplicável.
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;122638;BKR - LOPES, MACHADO AUDITORES;;40262602000131;005363;Nacional;2019-01-11;;2019-01-11;11/01/2019 / Serviço de auditora externa, com finalidade de emitir parecer sobre as Demonstrações Financeiras do período de dezembro/2022 a dezembro/2023.;Serviço de auditoria, com finalidade de emitir parecer sobre as Demonstrações Financeiras - R$ 165.656,00.;O auditor independente BKR - Lopes, Machado Auditores substituiu em 11/01/2019 ao Auditor Independente Pricewaterhousecoopers Auditores Independentes em virtude de substituição em cumprimento a regra de rodízio conforme Instrução CVM 308/1999.;Não houve discordância.
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;122639;BDO RCS Auditores Independentes - Sociedade Simples Limitada;;54276936000179;010324;Nacional;2023-12-20;;2024-01-01;Serviço de auditora externa, com finalidade de emitir parecer sobre as Informações Trimestrais e Demonstrações Financeiras do exercício de 2024.;Serviço de auditoria, com finalidade de emitir parecer sobre as Informações Trimestrais e Demonstrações Financeiras - R$ 58.775,51;O auditor independente BDO - RCS Auditores Independentes substituiu em 01/01/2024 ao Auditor Independente BKR - Lopes, Machado Auditores Independentes em virtude de substituição em cumprimento a regra de rodízio conforme Instrução CVM 308/1999.;Não houve discordância
00.974.211/0001-25;2023-12-31;3;137419;LINHA AMARELA S.A. - LAMSA;123647;Mazars Auditores Independentes - Sociedade Simples Ltda;;07326840000198;010723;Nacional;2021-06-24;;2021-04-01;(i) Auditoria anual de balanço individual e consolidado referente aos exercícios sociais de 2021 a 2023 (ii) Revisão de Informações Trimestrais individuais dos exercícios sociais de 2021 a 2023 da Companhia e suas investidas (iii) serviços relacionados à emissão de carta conforto para emissão de dívidas da Companhia e de suas investidas e (iv) Relatório Carta - Comentário referente aos exercícios sociais de 2021 a 2023 da Companhia e suas investidas.;(i)honorários e reembolso de despesas relativos a serviços de auditoria externa pelos serviços prestados acima relacionados no exercício social a encerrar em 31/12/2022, a Companhia desembolsou o valor total de R$ 67.951,24(ii)honorários relativos a quaisquer outros serviços prestados, independente desses serviços terem representado menos de 5% da remuneração pelos serviços de auditoria externa: Não houve pagamentos relacionados a outros serviços que não sejam de auditoria externa.;Não aplicável.;Não aplicável.
00.979.969/0001-56;2023-12-31;4;135607;CAIXA ADM DIV PUB ESTADUAL SA;122431;EXACTO AUDITORIA LTDA;;87924072000103;003565;Nacional;2016-02-05;;2016-02-05;a) Exame das demonstrações contábeis, com a emissão de pareceres exigidos pela Comissão de Valores Mobiliários - CVMpara as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidas à Comissão de Valores Mobiliários, Receita Federal edemais órgãos oficiais, bem como aos acionistas, com a emissão de respectivos relatórios/pareceres c)Revisão dos controles internos, das demonstrações contábeis, exame e avaliação de todos os métodos e procedimentos denatureza tributária, impostas à CONTRATANTE, aferindo a fidedignidade dos procedimentos adotados d)Emissão de relatórios circunstanciados e os pareceres sobre os trabalhos realizados, entregando-os à CONTRATANTE atécinco dias úteis após a disponibilização da documentação pertinente e)Cópia de todo e qualquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados,deverá ser remetida diretamente à Contadoria e Auditoria Geral do Estado - CAGE.;Pela execução dos serviços contratados, a CADIP pagará à EXACTO AUDITORIA S/S o valor de R$ 31.906,08 (trinta e um milnovecentos e seis reais e oito centavos), em 24 parcelas mensais de igual valor, valor este atualizado a cada 12 meses peloIGP-M.;1º Termo de Aditamento ao Contrato, este assinado em 06/02/2014 pelo prazo de 2 anos.;sem discordância
00.979.969/0001-56;2023-12-31;4;135607;CAIXA ADM DIV PUB ESTADUAL SA;122432;EXACTO AUDITORIA LTDA;;87924072000103;003565;Nacional;2018-03-14;;2018-03-14;a) Exame das demonstrações contábeis, com a emissão de pareceres exigidos pela Comissão de Valores Mobiliários - CVMpara as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidas à Comissão de Valores Mobiliários, Receita Federal edemais órgãos oficiais, bem como aos acionistas, com a emissão de respectivos relatórios/pareceres c)Revisão dos controles internos, das demonstrações contábeis, exame e avaliação de todos os métodos e procedimentos denatureza tributária, impostas à CONTRATANTE, aferindo a fidedignidade dos procedimentos adotados d)Emissão de relatórios circunstanciados e os pareceres sobre os trabalhos realizados, entregando-os à CONTRATANTE atécinco dias úteis após a disponibilização da documentação pertinente e)Cópia de todo e qualquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados,deverá ser remetida diretamente à Contadoria e Auditoria Geral do Estado - CAGE.;Pela execução dos serviços contratados, a CADIP pagará à EXACTO AUDITORIA S/S o valor de R$ 18.823,80 (derzoito mil oitocentos e vinte e três reais e oitenta centavos) em 12 (doze) parcelas mensais de igual valor.;2ª Termo Aditivo.;sem discordância
00.979.969/0001-56;2023-12-31;4;135607;CAIXA ADM DIV PUB ESTADUAL SA;122433;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2019-02-18;;2019-02-18;a) Exame das demonstrações financeiras e fiscais, com a emissão de pareceres e relatórios exigidos pela Comissão deValores Mobiliários - CVM para as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidasà Comissão de Valores Mobiliários, Receita Federal e demais órgãos oficiais, bem como aos acionistas, com a emissão derespectivos relatórios/pareceres, inclusive sobre a escrituração Contábil e Fiscal, e demais peças ao Sistema Público deEscrituração Digital - SPED, correspondente ao ano de 2019 c) Revisão dos controles internos, das demonstraçõesfinanceiras, exame e avaliação de todod os métodos e procedimentos de natureza tributária, imputados à CONTRATANTE,aferindo a fidedignidade dos procedimentos adotados, bem como a emissão de parecer/relatório com periodicidade trimestral,anual ou eventual. d) Emissão de relatórios circunstanciados e os pareceres/relatórios sobre os trabalhos realizados,entregando-os à CONTRATANTE até cinco dias úteis após a disponibilização da documentação pertinente e) Cópia de todo equalquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados, deverá ser remetidadiretamente à Contadoria e Auditoria Geral do Estado - CAGE f) Os padrões de auditoria a serem seguidos pelaCONTRATADA serão aqueles usualmente recomendados, incluindo, portanto, consistência nos registros contábeis e outrosprocedimentos de auditoria que forem julgados necessários nas circunstâncias, atendidas as normas de sigilo profissional aque está subordinada a CONTRATANTE g) Observa as condições especificadas no Termo de Referência (ANEXO VII), quefará parte do contrato como anexo.;Pela execução dos serviços contratados, a CADIP pagará a MACIEL AUDITORES S/S o valor de R$ 29.000,00 ( vinte e nove mil reais) ,em 12 parcelas mensais de igual valor.;Término do contrato com a EXACTO AUDITORES S/S;sem discordância
00.979.969/0001-56;2023-12-31;4;135607;CAIXA ADM DIV PUB ESTADUAL SA;122434;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2020-01-21;;2020-01-21;a) Exame das demonstrações financeiras e fiscais, com a emissão de pareceres e relatórios exigidos pela Comissão deValores Mobiliários - CVM para as companhias abertas b) Exame das informações periódicas e eventuais a serem fornecidasà Comissão de Valores Mobiliários, Receita Federal e demais órgãos oficiais, bem como aos acionistas, com a emissão derespectivos relatórios/pareceres, inclusive sobre a escrituração Contábil e Fiscal, e demais peças ao Sistema Público deEscrituração Digital - SPED, correspondente ao ano de 2019 c) Revisão dos controles internos, das demonstraçõesfinanceiras, exame e avaliação de todod os métodos e procedimentos de natureza tributária, imputados à CONTRATANTE,aferindo a fidedignidade dos procedimentos adotados, bem como a emissão de parecer/relatório com periodicidade trimestral,anual ou eventual. d) Emissão de relatórios circunstanciados e os pareceres/relatórios sobre os trabalhos realizados,entregando-os à CONTRATANTE até cinco dias úteis após a disponibilização da documentação pertinente e) Cópia de todo equalquer relatório ou parecer produzido pela CONTRATADA, pertinentes aos serviços ora contratados, deverá ser remetidadiretamente à Contadoria e Auditoria Geral do Estado - CAGE f) Os padrões de auditoria a serem seguidos pelaCONTRATADA serão aqueles usualmente recomendados, incluindo, portanto, consistência nos registros contábeis e outrosprocedimentos de auditoria que forem julgados necessários nas circunstâncias, atendidas as normas de sigilo profissional aque está subordinada a CONTRATANTE g) Observa as condições especificadas no Termo de Referência (ANEXO VII), quefará parte do contrato como anexo.;Pela execução dos serviços contratados, a CADIP pagará a MACIEL AUDITORES S/S o valor de R$ 2.512,68 ( dois mil quinhetos e doze reais), em 24 parcelas.;Primeiro Aditivo ao Contrato celebrado em 19/2/2019.;sem discordância
00.979.969/0001-56;2023-12-31;4;135607;CAIXA ADM DIV PUB ESTADUAL SA;122435;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;13098174000180;011592;Nacional;2021-12-03;;2021-12-03;a)Executar os serviços conforme especificações contidas no Termo de Referência e de sua proposta, com a alocação dos empregados necessários ao perfeito cumprimento das cláusulas contratuais, além de fornecer os materiais e equipamentos, ferramentas e utensílios necessários previstos.b)Manter durante toda a vigência do contrato, em compatibilidade com as obrigações assumidas, todas as condições de habilitação e qualificação exigidas na licitação, devendo comunicar ao Contratante a superveniência de fato impeditivo da manutenção dessas condições. c)Reparar, corrigir, remover ou substituir, às suas expensas, no total ou em parte, no prazo fixado pelo fiscal do contrato, os serviços efetuados em que se verificarem vícios, defeitos ou incorreções resultantes da execução. d)Responsabilizar-se pelos vícios e danos decorrentes da execução do objeto, ficando o Contratante autorizado a descontar da garantia, caso exigida no edital, ou dos pagamentos devidos ao Contratado, o valor correspondente aos danos sofridos.e)Guardar sigilo sobre todas as informações obtidas em decorrência do cumprimento do contrato.f)Comunicar à Contratante qualquer anormalidade constatada e prestar os esclarecimentos solicitados.g)Coordenar e supervisionar a execução dos serviços contratados.h)Administrar todo e qualquer assunto relativo aos seus empregados.i)Arcar com o ônus decorrente de eventual equívoco no dimensionamento dos quantitativos de sua proposta, devendo complementá-los, caso o previsto inicialmente em sua proposta não seja satisfatório para o atendimento ao objeto da licitação, exceto quando ocorrer algum dos eventos arrolados no inciso VI do art. 81 da Lei nº 13.303/2016.    j)O Contratado deverá declarar conhecer e observar o disposto no Código de Ética, Conduta e Integridade, na Política de Negociações de Valores Mobiliários e na Política de Divulgação e Uso de Informações Relevantes e Preservação de Sigilo da CADIP.k)Responsabilizar-se pelos danos causados diretamente à contratante ou a terceiros, na forma do art. 76 da Lei nº 13.303/2016.;Pela execução dos serviços contratados, a CADIP pagará a RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S o valor de R$ 2.512,68 ( dois mil quinhentos e doze reais), em 24 parcelas.;Não teve alteração, apenas alteração de razão social.;Não tem discordância
