CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;12;1;5;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;33;8;37;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Liderança;1;89;0;7;0;0;31
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Não-liderança;202;2964;1134;10782;22;0;903
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Liderança;0;0;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Não-liderança;0;0;0;0;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Liderança;0;19;2;5;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Não-liderança;9;352;54;101;3;0;3
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Liderança;1;83;15;49;1;0;0
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Não-liderança;5;1653;287;997;16;0;4
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Liderança;7;297;24;14;0;5;644
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Não-liderança;42;6253;704;1168;4;22;8277
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Liderança;0;0;1;0;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;Não-liderança;0;2;3;5;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Liderança;13;202;6;37;1;0;2
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Não-liderança;32;648;92;247;1;0;10
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Liderança;14;552;102;499;1;0;12
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Não-liderança;74;2402;794;2877;22;0;69
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Liderança;6;633;10;50;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Não-liderança;64;4094;329;1367;9;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Liderança;0;7;2;1;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Não-liderança;1;50;12;18;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Liderança;0;27;1;1;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Não-liderança;0;306;14;28;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Liderança;0;0;0;0;0;109;0
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Não-liderança;0;0;0;0;0;5506;0
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Liderança;110;1109;86;300;6;0;1429
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Não-liderança;769;6690;1723;3984;71;0;34056
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Liderança;1;11;0;0;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Não-liderança;4;59;0;4;0;0;1
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;1
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;1
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Liderança;75;1384;346;1113;17;0;695
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Não-liderança;764;11728;3787;10885;166;0;22079
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Liderança;3;99;1;14;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Não-liderança;12;727;52;176;0;0;10
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Liderança;1;24;3;2;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Não-liderança;12;82;13;21;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Liderança;0;16;0;0;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Não-liderança;3;112;11;36;0;0;133
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Liderança;9;524;26;95;1;5;0
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Não-liderança;53;1874;189;634;1;21;0
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Liderança;6;208;11;63;0;0;1
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;Não-liderança;11;883;145;676;4;0;1
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Liderança;0;251;7;78;0;0;7
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Não-liderança;55;4557;273;1837;2;0;159
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Liderança;0;0;0;0;0;0;100
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Não-liderança;0;0;0;0;0;0;442
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Liderança;0;15;0;1;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Não-liderança;3;56;4;24;0;0;0
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Liderança;0;0;0;0;0;0;1201
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Não-liderança;0;0;0;0;0;0;21996
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Liderança;2;234;110;0;0;0;4
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Não-liderança;34;1805;1990;0;4;0;140
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Liderança;4;216;9;60;0;0;10
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Não-liderança;89;1313;854;1653;8;0;28
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Liderança;1;272;14;60;0;0;3
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Não-liderança;33;2182;604;2119;3;0;107
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Liderança;82;2935;472;1939;24;4;12
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Não-liderança;1962;55394;19937;66363;820;100;309
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Liderança;3;110;1;18;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Não-liderança;8;848;75;601;2;10;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Liderança;7;344;11;24;0;1;0
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Não-liderança;190;4529;170;567;8;24;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Liderança;5;123;6;8;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Não-liderança;33;1359;74;182;2;9;0
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;0;0;0;0;0;1537
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;0;0;0;0;0;0;22035
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Liderança;5;369;5;19;0;0;0
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Não-liderança;2;4653;116;1215;0;0;1
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;Liderança;2;158;3;15;0;0;44
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;Não-liderança;30;1460;70;298;1;3;524
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;Liderança;8;258;8;55;0;0;1
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;Não-liderança;26;1249;196;1215;7;0;14
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;Liderança;0;82;2;26;0;0;0
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;Não-liderança;0;762;85;531;1;1;0
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Liderança;5;28;5;7;0;0;0
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Não-liderança;10;546;80;160;4;0;15
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Liderança;3;263;2;6;0;29;0
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Não-liderança;12;1961;44;87;0;289;0
82.640.558/0001-04;2023-12-31;5;135562;KARSTEN S.A.;Liderança;0;79;1;4;0;0;0
82.640.558/0001-04;2023-12-31;5;135562;KARSTEN S.A.;Não-liderança;20;1907;148;382;13;21;0
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;Liderança;0;0;0;0;0;0;92
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;Não-liderança;0;0;0;0;0;0;1239
82.901.000/0001-27;2023-12-31;3;135975;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Liderança;0;285;8;29;0;0;0
82.901.000/0001-27;2023-12-31;3;135975;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Não-liderança;39;2975;194;1174;12;0;0
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;Liderança;0;40;1;2;0;0;0
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;Não-liderança;7;325;41;221;5;0;0
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;Liderança;6;214;10;45;2;1;0
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;Não-liderança;116;2031;329;1144;47;22;0
83.878.892/0001-55;2023-12-31;12;137642;CENTRAIS ELET DE SANTA CATARINA S.A.;Liderança;3;426;18;8;0;0;3
83.878.892/0001-55;2023-12-31;12;137642;CENTRAIS ELET DE SANTA CATARINA S.A.;Não-liderança;17;3119;78;236;1;0;16
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;Liderança;5;893;5;36;0;0;930
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;Não-liderança;60;17658;1039;6562;5;98;11846
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;Liderança;0;0;0;0;0;0;665
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;Não-liderança;0;0;0;0;0;0;18908
84.683.408/0001-03;2023-12-31;3;135674;DOHLER S.A.;Liderança;1;320;1;12;0;0;0
84.683.408/0001-03;2023-12-31;3;135674;DOHLER S.A.;Não-liderança;15;2263;90;401;10;0;0
84.683.671/0001-94;2023-12-31;4;133542;WETZEL S.A.;Liderança;0;27;0;2;0;0;7
84.683.671/0001-94;2023-12-31;4;133542;WETZEL S.A.;Não-liderança;0;585;44;58;0;0;349
84.693.183/0001-68;2023-12-31;4;135472;SCHULZ S.A.;Liderança;0;115;0;2;0;0;1
84.693.183/0001-68;2023-12-31;4;135472;SCHULZ S.A.;Não-liderança;0;2960;112;229;0;0;49
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;Liderança;0;10;0;0;0;0;0
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;Não-liderança;0;254;0;0;0;0;0
85.778.074/0001-06;2023-12-31;7;136049;METALURGICA RIOSULENSE S.A.;Liderança;0;0;0;0;0;0;51
85.778.074/0001-06;2023-12-31;7;136049;METALURGICA RIOSULENSE S.A.;Não-liderança;0;0;0;0;0;0;826
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;Liderança;0;0;0;0;0;0;29
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;Não-liderança;0;0;0;0;0;0;1170
87.043.832/0001-73;2023-12-31;6;136999;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Liderança;0;3;0;0;0;0;0
87.043.832/0001-73;2023-12-31;6;136999;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Não-liderança;0;1;0;0;0;0;0
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Liderança;0;23;1;0;0;0;0
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Não-liderança;0;1020;235;139;0;0;0
87.762.563/0001-03;2023-12-31;7;137839;CIA HABITASUL DE PARTICIPACOES;Liderança;0;35;0;4;0;0;0
87.762.563/0001-03;2023-12-31;7;137839;CIA HABITASUL DE PARTICIPACOES;Não-liderança;0;131;16;15;0;0;0
87.870.952/0001-44;2023-12-31;4;135560;BORRACHAS VIPAL S.A.;Liderança;1;86;6;15;0;0;6
87.870.952/0001-44;2023-12-31;4;135560;BORRACHAS VIPAL S.A.;Não-liderança;25;1259;340;583;10;14;266
88.610.126/0001-29;2023-12-31;7;136794;FRAS-LE S.A.;Liderança;4;138;2;5;0;0;15
88.610.126/0001-29;2023-12-31;7;136794;FRAS-LE S.A.;Não-liderança;137;1772;238;874;5;0;2266
88.610.191/0001-54;2023-12-31;4;139048;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Liderança;1;94;1;1;0;0;0
88.610.191/0001-54;2023-12-31;4;139048;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Não-liderança;3;1675;112;162;2;0;1
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;Liderança;4;492;6;25;0;0;0
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;Não-liderança;56;6704;900;2058;18;56;0
89.086.144/0001-16;2023-12-31;7;138534;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Liderança;0;0;0;0;0;0;490
89.086.144/0001-16;2023-12-31;7;138534;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Não-liderança;0;0;0;0;0;0;15460
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;Liderança;3;258;10;142;0;1;0
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;Não-liderança;27;1249;299;2359;10;27;0
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;Liderança;0;0;0;0;0;0;37
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;Não-liderança;0;0;0;0;0;0;435
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;Liderança;18;776;41;256;4;0;553
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;Não-liderança;91;3447;394;1892;24;0;10770
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;Liderança;13;307;21;167;3;0;41
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;Não-liderança;386;2858;1544;8458;70;0;1213
90.076.886/0001-40;2023-12-31;4;138919;MINUPAR PARTICIPACOES S.A.;Liderança;1;42;0;0;0;0;4
90.076.886/0001-40;2023-12-31;4;138919;MINUPAR PARTICIPACOES S.A.;Não-liderança;1;1950;525;141;1;0;64
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;Liderança;56;1107;22;94;0;12;0
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;Não-liderança;1222;33926;3395;12439;69;249;0
90.441.460/0001-48;2023-12-31;4;137407;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Liderança;0;39;0;1;0;0;0
90.441.460/0001-48;2023-12-31;4;137407;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Não-liderança;2;451;12;50;1;0;8
91.333.666/0001-17;2023-12-31;8;139739;RECRUSUL S.A.;Liderança;0;0;0;0;0;0;11
91.333.666/0001-17;2023-12-31;8;139739;RECRUSUL S.A.;Não-liderança;0;0;0;0;0;0;135
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Liderança;0;0;0;0;0;0;1
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Não-liderança;0;0;0;0;0;0;1
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;Liderança;1;112;1;19;0;0;3
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;Não-liderança;15;1014;51;338;3;0;140
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;Liderança;2;421;4;11;0;0;0
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;Não-liderança;1;2172;42;75;0;1;0
92.660.570/0001-26;2023-12-31;4;138132;TREVISA INVESTIMENTOS S.A.;Liderança;0;47;0;7;0;0;0
92.660.570/0001-26;2023-12-31;4;138132;TREVISA INVESTIMENTOS S.A.;Não-liderança;0;194;14;26;0;0;0
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Liderança;0;617;21;44;0;0;0
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Não-liderança;61;5936;875;1366;12;15;0
92.690.783/0001-09;2023-12-31;14;138036;METALURGICA GERDAU S.A.;Liderança;57;1707;91;567;2;0;2186
92.690.783/0001-09;2023-12-31;14;138036;METALURGICA GERDAU S.A.;Não-liderança;550;7991;2022;6517;54;0;8854
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;Liderança;0;44;1;0;0;0;0
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;Não-liderança;0;444;39;31;0;0;0
92.702.067/0001-96;2023-12-31;27;136674;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Liderança;3;1599;23;33;1;0;1
92.702.067/0001-96;2023-12-31;27;136674;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Não-liderança;13;6616;159;203;5;0;4
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;Liderança;0;32;2;3;1;0;0
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;Não-liderança;0;23;4;4;0;0;0
92.749.225/0001-63;2023-12-31;4;136932;HERCULES S.A. FABRICA DE TALHERES;Liderança;0;7;0;0;0;0;0
92.749.225/0001-63;2023-12-31;4;136932;HERCULES S.A. FABRICA DE TALHERES;Não-liderança;0;0;0;0;0;0;1
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;Liderança;83;1388;278;633;11;0;679
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;Não-liderança;425;5825;2510;4371;126;0;8192
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;Liderança;0;174;4;1;0;81;0
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;Não-liderança;0;926;73;19;0;2115;0
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;Liderança;1;154;4;15;0;0;0
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;Não-liderança;17;1536;121;464;1;0;48
93.828.986/0001-73;2023-12-31;2;137240;CEMEPE INVESTIMENTOS S.A.;Liderança;0;0;0;2;0;0;0
93.828.986/0001-73;2023-12-31;2;137240;CEMEPE INVESTIMENTOS S.A.;Não-liderança;0;0;0;2;0;0;0
94.813.102/0001-70;2023-12-31;3;133703;TRÊS TENTOS AGROINDUSTRIAL S/A;Liderança;0;392;6;38;0;0;14
94.813.102/0001-70;2023-12-31;3;133703;TRÊS TENTOS AGROINDUSTRIAL S/A;Não-liderança;4;1165;49;245;0;0;38
95.426.862/0001-97;2023-12-31;3;137646;EXCELSIOR ALIMENTOS S.A.;Liderança;0;28;1;1;0;0;0
95.426.862/0001-97;2023-12-31;3;137646;EXCELSIOR ALIMENTOS S.A.;Não-liderança;0;437;47;33;0;0;0
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;Liderança;1;94;1;9;0;0;0
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;Não-liderança;6;452;46;165;0;0;0
96.418.264/0218-02;2023-12-31;14;137838;LOJAS QUERO QUERO S.A.;Liderança;1;715;38;180;5;0;485
96.418.264/0218-02;2023-12-31;14;137838;LOJAS QUERO QUERO S.A.;Não-liderança;3;2271;217;714;18;0;3580
97.191.902/0001-94;2023-12-31;2;136989;CONSERVAS ODERICH S.A.;Liderança;0;165;10;12;0;0;0
97.191.902/0001-94;2023-12-31;2;136989;CONSERVAS ODERICH S.A.;Não-liderança;4;1608;125;191;0;0;0
97.837.181/0001-47;2023-12-31;11;136737;DEXCO S.A.;Liderança;6;556;14;93;0;0;14
97.837.181/0001-47;2023-12-31;11;136737;DEXCO S.A.;Não-liderança;99;6452;1272;4255;28;0;207
