CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Felipe Gottlieb;Diretor Presidente
22.163.297/0001-49;2023-12-31;5;135931;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Alberto Luiz Lodi;Diretor Presidente
22.163.297/0001-49;2023-12-31;5;135931;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;Júlio Cezar Moreira de Amorim;Diretor de Relações com Investidores
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Gilberto Moura Valle Filho;Diretor Presidente
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Carlos Eduardo de Moraes Barros Junior;Diretor de Relações com Investidores
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Gustavo Bastide Horbach;Diretor Presidente
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Pérsio Pimentel Pinto Ravena;Diretor de Relações com Investidores
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Felipe Vasconcelos Soares Montenegro Mattos;Diretor Presidente
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Eduardo Costa Oliveira;Diretor de Relações com Investidores
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;JOSUÉ CHRISTIANO GOMES DA SILVA;Diretor Presidente
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;JOÃO BATISTA DA CUNHA BOMFIM;Diretor de Relações com Investidores
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Aline Pacheco Pelucio;Diretor de Relações com Investidores
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Carlos Mario Giraldo Moreno;Diretor Presidente
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;Diretor de Relações com Investidores
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;EVANDRO LEITE VASCONCELOS;Diretor Presidente
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Alexandre Araújo Elias Veiga;Diretor Presidente
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Felipe Enck Gonçalves;Diretor de Relações com Investidores
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Gustavo Henrique Braga Couto;Diretor Presidente
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Adriano Ortega Carvalho;Diretor de Relações com Investidores
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Denis Marcel Ferreira;Diretor Presidente
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Danilo Donati Perez;Diretor de Relações com Investidores
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Rodrigo Fairbanks von Uhlendorff;Diretor Presidente
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;João Luís Ramos Hopp;Diretor de Relações com Investidores
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Felipe Cardoso de Gusmão Cunha;Diretor de Relações com Investidores
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Alexandre Honore Marie Thiollier Neto;Diretor Presidente
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;David Vélez Osorno;Diretor Presidente
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Jörg Detlef Friedemann Junior;Diretor de Relações com Investidores
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;JOSÉ ALOÍSE RAGONE FILHO;Diretor de Relações com Investidores
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;JOSÉ ALOÍSE RAGONE FILHO;Diretor de Relações com Investidores
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;Alexandre José Marqueti Fontes;Diretor Presidente
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;Simone Aparecida Borsato;Diretor de Relações com Investidores
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;Alexandre José Marqueti Fontes;Diretor Presidente
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;João Paulo Sanches Maia;Diretor Presidente
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Guilherme Pereira Alves;Diretor de Relações com Investidores
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Rafael Bergman;Diretor de Relações com Investidores
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Pedro Marcus Lira Palma;Diretor Presidente
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Jesuíno Martins Borges Filho;Diretor Presidente
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Tulio Jose Pitol de Queiroz;Diretor de Relações com Investidores
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;José Mário Ribeiro do Espírito Santo;Diretor Presidente
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Leandro Nunes Peixoto Andrade;Diretor de Relações com Investidores
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;José Mario Ribeiro do Espírito Santo;Diretor Presidente/Relações com Investidores
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Fernando Ferraz de Toledo Machado;Diretor Presidente
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;João Marcos Bezerra;Diretor de Relações com Investidores
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Andre Dorf;Diretor Presidente
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Fernando Souza Oliveira;Diretor de Relações com Investidores
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Eduardo Arroxellas Villela;Diretor de Relações com Investidores
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Julio Cesar Garcia Piña Rodrigues;Diretor Presidente
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Pedro Geraldo Bernardo de Albuquerque Filho;Diretor Presidente
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Thiago Henriques Fernandes;Diretor de Relações com Investidores
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Ralph Horn;Diretor Presidente
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sandra Esthy Attié Petzenbaum;Diretor de Relações com Investidores
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor de Relações com Investidores
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;Vinicius Bernardes Basile Silveira Stopa;Diretor Presidente
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Magali Rogéria de Moura Leite;Diretor de Relações com Investidores
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Magali Rogéria de Moura Leite;Diretor Presidente
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Clara Maria da Cunha Ferraz;Diretor Presidente
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;Gilson de Oliveira Carvalho;Diretor de Relações com Investidores
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;Leonardo da Silva Lucas Tavares;Diretor de Relações com Investidores
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;Diego Jadão Lira;Diretor Presidente
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;Luiz Alberto Bonini;Diretor de Relações com Investidores
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Caroline Pepe Leonard;Diretor de Relações com Investidores
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sergio Kariya;Diretor Presidente
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;Victoria de Sá;Diretor de Relações com Investidores
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;Carlos Pereira Martins;Diretor Presidente
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;Jacy do Prado Barbosa;Diretor Presidente
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;André Pires de Oliveira Dias;Diretor de Relações com Investidores
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;André Aragão Martins Vieira;Diretor Presidente
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Franco Gerodetti Neto;Diretor de Relações com Investidores
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;Rafael de Lima Felcar;Diretor Presidente
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;André Giavina Bianchi;Diretor Presidente
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;Simone Aparecida Borsato;Diretor de Relações com Investidores
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;José Amarildo Casagrande;Diretor Presidente
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Silvio Henrique Brunoro Grillo;Diretor de Relações com Investidores
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Claudinei Almir Paris;Diretor de Relações com Investidores
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;Dyogenes Rosi;Diretor Presidente
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sergio Ricardo Borejo;Diretor de Relações com Investidores
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sergio Lulia Jacob;Diretor Presidente
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;Gabriel Mussi Moraes;Diretor Presidente
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Fabio Rogerio Zanfelice;Diretor Presidente
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Mario Antonio Bertoncini;Diretor de Relações com Investidores
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;José Luiz Jansson Laydner;Diretor Presidente
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;Romary dos Anjos Silva;Diretor de Relações com Investidores
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;Romary dos Anjos Silva;Diretor de Relações com Investidores
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;José Luiz Jansson Laydner;Diretor Presidente
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Felipe Goes;Diretor Presidente
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Gustavo Machado Mascarenhas;Diretor de Relações com Investidores
29.884.545/0001-90;2023-12-31;5;135937;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;Julio Cezar Moreira de Amorim;Diretor de Relações com Investidores
29.884.545/0001-90;2023-12-31;5;135937;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;Alberto Luiz Lodi;Diretor Presidente
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Marcelo Capanema Mansur;Diretor Presidente/Relações com Investidores
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;André Ponce de Leon Arruda;Diretor Presidente
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;James Thurston Lynch Junior;Diretor de Relações com Investidores
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Ubirajara Spessotto de Camargo Freitas;Diretor Presidente
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Alexandre Wolynec;Diretor de Relações com Investidores
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Renato Hermann Cohn;Diretor de Relações com Investidores
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Roberto Balls Sallouti;Diretor Presidente
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;José Luiz Abicalil;Diretor Presidente/Relações com Investidores
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Cristiano Maron Ayres;Diretor Presidente
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Bruno José Albuquerque de Castro;Diretor de Relações com Investidores
30.788.149/0001-48;2023-12-31;1;127469;GUARDIAN COMPANHIA SECURITIZADORA;LUÍS OTTO WOLFF JUNIOR;Diretor Presidente
30.788.149/0001-48;2023-12-31;1;127469;GUARDIAN COMPANHIA SECURITIZADORA;ARTHUR EMÍLIO KÜRSTEN DE MATTOS;Diretor de Relações com Investidores
31.001.230/0001-07;2023-12-31;3;132600;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;Luiz Carlos Leite;Diretor de Relações com Investidores
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Victor Pereira Noda;Diretor Presidente
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Marcelo Rodrigues Marques;Diretor de Relações com Investidores
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Fabiano Oliveira Ferreira;Diretor Presidente
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Maurício Leonardo Hason;Diretor de Relações com Investidores
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Marcus José de Almeida Albernaz;Diretor de Relações com Investidores
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Luiz Felipe Coutinho Martins Filho;Diretor Presidente/Relações com Investidores
32.161.500/0001-00;2023-12-31;4;135908;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;Fausto Camilotti;Diretor Presidente/Relações com Investidores
32.431.519/0001-10;2023-12-31;2;131753;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;Pedro Cunha Fiuza;Diretor Presidente
32.431.519/0001-10;2023-12-31;2;131753;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;Luciano Jun Fujii;Diretor de Relações com Investidores
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;André Luiz Chieppe;Diretor de Relações com Investidores
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Patricia Poubel Chieppe;Diretor Presidente
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Guilherme Strano Castellan;Diretor de Relações com Investidores
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Fábio Colletti Barbosa;Diretor Presidente
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Sergio Caetano Leite;Diretor de Relações com Investidores
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Jean Paul Terra Prates;Diretor Presidente
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Clarice Coppetti;Diretor Presidente
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Carlos Alberto Rechelo Neto;Diretor de Relações com Investidores
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Roberto Correa;Diretor Presidente/Relações com Investidores
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Luiz Carlos de Araújo;Diretor de Relações com Investidores
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Marco Antônio Andrade de Araújo;Diretor Presidente
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Sérgio Augusto França Leme;Diretor de Relações com Investidores
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Renato Horta Franklin;Diretor Presidente
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Benjamin Steinbruch;Diretor Presidente
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Antonio Marco Campos Rabello;Diretor de Relações com Investidores
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;Antonio Marco Campos Rabello;Diretor de Relações com Investidores
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Anna Paula Hiotte Pacheco;Diretor Presidente
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Julia Freitas de Alcantara Nunes;Diretor de Relações com Investidores
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;Francesco Tutoli;Diretor de Relações com Investidores
33.050.196/0001-88;2023-12-31;5;136539;CIA PAULISTA DE FORCA E LUZ;Yuehui Pan;Diretor de Relações com Investidores
33.050.196/0001-88;2023-12-31;5;136539;CIA PAULISTA DE FORCA E LUZ;Roberto Sartori;Diretor Presidente
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Flavia Coutinho Martins;Diretor de Relações com Investidores
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;Celi Elisabete Julia Monteiro de Carvalho;Diretor Presidente
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Ivan Luiz Murias dos Santos;Diretor Presidente
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;Ilson Bressan;Diretor Presidente
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Fernando Fleury Salek;Diretor Presidente
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;Michael Robert Connell;Diretor de Relações com Investidores
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Carlos Eduardo Ripper Vianna Filho;Diretor de Relações com Investidores
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;LEANDRO CARDOSO MASSA;Diretor de Relações com Investidores
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;FERNANDO MAURÍCIO ARAÚJO COSTA;Diretor Presidente
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Marcos Marinho Lutz;Diretor Presidente
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;Rodrigo de Almeida Pizzinatto;Diretor de Relações com Investidores
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Aguinaldo Ballon;Diretor Presidente
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Antônio Carlos dos Santos;Diretor de Relações com Investidores
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;Marcos Pessôa de Queiroz Falcão;Diretor Presidente/Relações com Investidores
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;FABIO BERGMAN;Diretor Presidente/Relações com Investidores
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;Paulo Henrique Oliveira de Menezes;Diretor de Relações com Investidores
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;Jorge Luiz Cruz Monteiro;Diretor Presidente
33.453.598/0001-23;2023-03-31;17;130598;RAÍZEN S.A.;Ricardo Dell Aquila Mussa;Diretor Presidente
33.453.598/0001-23;2023-03-31;17;130598;RAÍZEN S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;José Maria de Campos Maia Netto;Diretor de Relações com Investidores
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;Guilherme Luiz do Val;Diretor Presidente
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;João Henrique de Araújo Franklin Neto;Diretor Presidente
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Jenner Guimarães do Rêgo;Diretor de Relações com Investidores
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;João Alberto Fernandez de Abreu;Diretor Presidente
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Rafael Bergman;Diretor de Relações com Investidores
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;Pedro Marcus Lira Palma;Diretor Presidente
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Eduardo de Salles Bartolomeo;Diretor Presidente
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;Gustavo Duarte Pimenta;Diretor de Relações com Investidores
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Gustavo Werneck da Cunha;Diretor Presidente
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;Rafael Dorneles Japur;Diretor de Relações com Investidores
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Paulo Kruglensky;Diretor Presidente
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Otavio Chacon do Amaral Lyra;Diretor de Relações com Investidores
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;Otavio Chacon do Amaral Lyra;Diretor Presidente/Relações com Investidores
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Katia Brito Repsold;Diretor Presidente
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Márcio Gomes Vargas;Diretor de Relações com Investidores
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Mauricio Parolin Russomanno;Diretor Presidente
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Rodrigo Cannaval;Diretor de Relações com Investidores
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Alexandre Jerussalmy;Diretor de Relações com Investidores
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;Rodrigo Cannaval;Diretor Presidente
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Paulo Henrique Brant de Araujo;Diretor Presidente
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;Paulo Henrique Brant de Araujo;Diretor de Relações com Investidores
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Ernesto Peres Pousada Junior;Diretor Presidente
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;Augusto Ribeiro Junior;Diretor de Relações com Investidores
35.522.178/0001-87;2023-12-31;2;133348;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;Carlos Pereira Martins;Diretor Presidente
35.522.178/0001-87;2023-12-31;2;133348;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;Victoria de Sá;Diretor de Relações com Investidores
35.593.905/0001-05;2023-12-31;7;135936;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;Alberto Luiz Lodi;Diretor Presidente
35.593.905/0001-05;2023-12-31;7;135936;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;Matheus da Silva Pereira Fernandes;Diretor de Relações com Investidores
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Flavio Ernesto Zarzur;Diretor Presidente
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Silvio Hidemi Iamamura;Diretor de Relações com Investidores
