CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;1726775.42;682001.73;1204388.58;Valor da maior e menor remuneração: considera a exclusão de Diretor que não exerceu o cargo por 12 meses ao longo do ano de 2021, referente a substituição.Valor médio da remuneração: considera a exclusão de Diretores que exerceram o cargo por menos de 12 meses ao longo do ano de 2021, referente a substituição. O número de membros efetivamente utilizado para o cálculo de remuneração média foi 7,0.1 diretor saiu em fevereiro e outro em outubro, levando a média para 7
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;1.00;64272.62;64272.62;64272.62;Houve a troca de conselheiro em janeiro de 2021, considerando a saída em um dia e a substituição no dia seguinte, foi considerado o total de 1 membro do conselho.
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.00;8.00;1134020.65;646664.18;890342.41;Valor da maior e menor remuneração: considera a exclusão de Diretor que não exerceu o cargo por 12 meses ao longo do ano de 2020, referente a substituição.Valor médio da remuneração: considera a exclusão de Diretores que exerceram o cargo por menos de 12 meses ao longo do ano de 2020, referente a substituição. O número de membros efetivamente utilizado para o cálculo de remuneração média foi 8,0.
00.622.416/0001-41;2023-12-31;3;131091;STATKRAFT ENERGIAS RENOVAVEIS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;1.00;58533.60;58533.60;58533.60;A diferença apurada de 2019 para 2020, se refere a saída de um membro do conselho.
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;1.00;76003.00;76003.00;76003.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;3.00;259717.00;257736.00;331863.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;29995.00;29995.00;30995.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;1.00;76003.00;76003.00;76003.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;3.00;377037.00;99855.00;297793.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;29995.00;29995.00;29995.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;1.00;76003.00;76003.00;76003.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;3.00;369939.00;236015.00;294842.00;
00.644.907/0001-93;2023-12-31;2;135558;INVESTCO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;29995.00;12581.00;25010.00;
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;2.00;132072.00;132072.00;132072.00;
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;79243.20;79243.20;79243.20;
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;2.00;120000.00;120000.00;115238.10;Em 2021, o Conselho de Administração teve 2 membros remunerados, mas apenas 1 exerceu o cargo durante os 12 meses do ano.
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;2.00;69032.26;3225.81;108387.11;Em 2020, todos os membros remunerados, seja do Conselho de Administração ou da Diretoria, exerceram os seus respectivos cargos por prazo inferior a 12 meses, tendo meses em que em razão da vacância do cargo não houve nenhum pagamento efetivado. Ressaltamos que não existe diferença de no valor do pró-labore entre conselheiros remunerados e entre diretores remunerados.
00.743.065/0001-27;2023-12-31;6;135452;LITEL PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;2.00;28645.16;28645.16;24552.99;Em 2020, todos os membros remunerados, seja do Conselho de Administração ou da Diretoria, exerceram os seus respectivos cargos por prazo inferior a 12 meses, tendo meses em que em razão da vacância do cargo não houve nenhum pagamento efetivado. Ressaltamos que não existe diferença de no valor do pró-labore entre conselheiros remunerados e entre diretores remunerados.
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;720000.00;540000.00;651429.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;17853385.00;8312758.00;12403023.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;193880.00;193880.00;193880.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;7.00;3.75;390000.00;60000.00;400000.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;4.17;12828929.00;1348194.00;8542242.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;116400.00;116400.00;116400.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;7.00;4.00;180000.00;180000.00;180000.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;10.33;9.00;9315947.00;2793439.00;3890029.00;
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;193880.00;193880.00;193880.00;
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;6.67;277200.00;17080.00;235043.45;(1)A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(2)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;7094394.15;70652.36;1485107.55;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 3,00% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(3)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;7.33;3.67;75953.74;75953.74;75884.75;(1)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;7.00;238671.54;27766.08;158618.48;(1)Para cálculo do menor valor foram excluídos em todos os anos os membros que não receberam honorários durante os 12 meses corridos(2)A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;6331134.83;62407.67;1313058.94;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 3,00% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;10.00;5.00;56686.64;56686.64;56686.64;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Conselheiro Fiscal que recebe 57,57% na Energisa S.A. e o restante de sua remuneração está na EMT.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.67;7.00;238671.54;54127.67;100848.88;(1)Para cálculo do menor valor foram excluídos em todos os anos os membros que não receberam honorários durante os 12 meses corridos(2)A menor remuneração individual é do Conselheiro Administrativo que recebe 4,64% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;5448263.82;56490.56;1159731.54;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 3,00% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.
00.864.214/0001-06;2023-12-31;19;137075;ENERGISA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;8.67;4.33;24726.06;24726.06;24745.09;(1)A menor remuneração individual é do Conselheiro Fiscal que recebe 35,16% na Energisa S.A. e o restante de sua remuneração está na EMT.
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.33;0.92;14544.00;14544.00;14544.00;Todos os administradores da Companhia renunciaram ao direito de remuneração que lhes seria devida, com exceção do sr. Agnaldo Francisco da Silva e Sr. Ademilson Adailzo da Silva que, pela participação no Conselho de Administração da Companhia, durante o exercício social de 2022, fizeram jus ao recebimento ao tempo em que efetivamente exerceu o cargo de conselheiro. Desta forma, o valor da maior remuneração do Conselho de Administração é igual ao valor médio da remuneração.
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.50;1.00;12136.67;12136.67;12136.67;Todos os administradores da Companhia renunciaram ao direito de remuneração que lhes seria devida, com exceção do sr. Agnaldo Francisco da Silva e Sr. Ademilson Adailzo da Silva que, pela participação no Conselho de Administração da Companhia, durante o exercício social de 2021, fizeram jus ao recebimento ao tempo em que efetivamente exerceu o cargo de conselheiro. Desta forma, o valor da maior remuneração do Conselho de Administração é igual ao valor médio da remuneração.
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.83;1.00;12534.00;12534.00;12534.00;Todos os administradores da Companhia renunciaram ao direito de remuneração que lhes seria devida, com exceção do sr. Agnaldo Francisco da Silva que, pela participação no Conselho de Administração da Companhia, durante o exercício social de 2020, fez jus ao recebimento ao tempo em que efetivamente exerceu o cargo de conselheiro. Desta forma, o valor da maior remuneração do Conselho de Administração é igual ao valor médio da remuneração.
00.924.429/0001-75;2023-12-31;9;137128;FERROVIA CENTRO-ATLANTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.17;0.00;0.00;0.00;0.00;
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;58340.00;58340.00;58340.00;Valor apurado considerando movimentação do período: 1 conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1006944.00;735248.00;871096.00;
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;46650.00;46650.00;46650.00;Valor apurado considerando movimentação no período: 1 Conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;852240.00;622284.00;737262.00;
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;10015.00;10015.00;10015.00;Valor apurado considerando movimentação no período: 2 Conselheiros exerceram o cargo por mais de um ano, sendo os 2 por renúncia.
00.938.574/0001-05;2023-12-31;6;135809;CONC RIO-TERESOPOLIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;831120.00;606852.00;718986.00;
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Conselho de Administração;10.58;10.58;676800.00;279000.00;362035.29;A maior remuneração indicada no quadro acima de 2022 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;6.83;11955672.08;3495313.14;8211551.57;A maior remuneração indicada no quadro acima de 2022 corresponde a 8 meses, e refere-se à remuneração do Diretor Presidente desligado da Companhia em 2022.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;150000.00;150000.00;155000.00;A maior remuneração indicada no quadro acima de 2022 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Conselho de Administração;10.58;10.58;564000.00;84000.00;263625.92;A maior remuneração indicada no quadro acima de 2021 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;6.50;12049679.50;2052256.69;6349975.89;A maior remuneração indicada no quadro acima de 2021 corresponde a 5 meses e refere-se à remuneração do Diretor Estatutário desligado da Companhia em 2021. A Remuneração do atual Diretor Presidente referente aos 12 meses de 2021 corresponde a R$ 7.348.424,46 (sete milhões, trezentos e quarenta e oito mil, quatrocentos e vinte e quatro reais e quarenta e seis centavos). O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2021-01-01;2021-12-31;Conselho Fiscal;5.00;5.00;154593.89;148143.72;151532.75;A maior remuneração indicada no quadro acima de 2021 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2020-01-01;2020-12-31;Conselho de Administração;10.42;10.42;676800.00;84000.00;320330.11;A maior remuneração indicada no quadro acima de 2020 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2020-01-01;2020-12-31;Diretoria Estatutária;6.50;6.50;10543456.53;2152392.92;4983732.29;A maior remuneração indicada no quadro acima de 2020 corresponde a 12 meses e refere-se à remuneração do Diretor-Presidente.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2020-01-01;2020-12-31;Conselho Fiscal;4.92;4.92;147723.72;147723.72;139714.56;A maior remuneração indicada no quadro acima de 2020 corresponde a 12 meses.O valor da menor remuneração foi apurado com a exclusão dos membros que exerceram o cargo por menos de 12 meses.
