CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2021-01-01;2021-12-31;3703687.00;Conselho Fiscal;5.00;474069.00;5.00;393631.00;0.00;0.00;80438.00;Encargos sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;3489228.00;Conselho de Administração;9.00;669334.00;7.00;551083.00;110217.00;0.00;8034.00;Encargos sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;3489228.00;Diretoria Estatutária;4.00;2361977.00;4.00;1635153.00;724373.00;0.00;2451.00;Encargos sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2020-01-01;2020-12-31;3489228.00;Conselho Fiscal;5.00;457917.00;5.00;380510.00;76101.00;0.00;1306.00;Encargos sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2022-01-01;2022-12-31;3666924.00;Conselho de Administração;9.00;765410.00;9.00;629809.00;125961.00;0.00;9640.00;Não há outras remunerações fixas além do pró-labore.;0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Administradores a Remuneração Variável.;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2022-01-01;2022-12-31;3666924.00;Diretoria Estatutária;4.00;2423600.00;4.00;1436679.00;986921.00;0.00;0.00; Pró-labore (salário)  Benefícios (Diretores e Diretores empregados)  Encargos Sociais e  Outros.;0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Administradores a Remuneração Variável.;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2022-01-01;2022-12-31;3666924.00;Conselho Fiscal;5.00;477914.00;5.00;393631.00;78726.00;0.00;5557.00; Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos);0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Fiscais a Remuneração Variável.;0.00;0.00;0.00;0
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2023-01-01;2023-12-31;7159568.00;Conselho de Administração;9.00;1607726.00;9.00;870926.00;682800.00;0.00;54000.00; Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos);0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Administradores a Remuneração Variável.;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2023-01-01;2023-12-31;7159568.00;Diretoria Estatutária;4.00;4668660.00;4.00;2419239.00;2212221.00;0.00;37200.00; Pró-labore (salário)  Benefícios (Diretores e Diretores empregados)  Encargos Sociais e  Outros.;0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Administradores a Remuneração Variável.;0.00;0.00;0.00;
00.070.698/0001-11;2023-12-31;6;136076;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;2023-01-01;2023-12-31;7159568.00;Conselho Fiscal;5.00;883182.00;5.00;483848.00;379334.00;0.00;20000.00; Pró-labore (salário) Benefício previdenciário, saúde e odontológico Encargos Sociais e  Outros (ressarcimentos diversos).;0.00;0.00;0.00;0.00;0.00;A Companhia não adota aos Administradores a Remuneração Variável.;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;22922662.45;Conselho de Administração;7.00;6220000.38;7.00;5166735.20;1053265.18;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;22922662.45;Diretoria Estatutária;13.00;16702662.07;13.00;6380802.21;2505309.45;0.00;0.00;;0.00;7816550.41;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2021-01-01;2021-12-31;22922662.45;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22862669.42;Conselho de Administração;8.00;4777392.54;8.00;3969299.13;808093.41;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22862669.42;Diretoria Estatutária;13.00;18085276.88;13.00;5604007.32;2226658.28;0.00;0.00;N/A;0.00;10254611.28;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2020-01-01;2020-12-31;22862669.42;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;N/A
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2022-01-01;2022-12-31;26231356.88;Conselho de Administração;7.00;7558893.03;7.00;5709383.10;1849509.93;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2022-01-01;2022-12-31;26231356.88;Diretoria Estatutária;12.00;18672463.85;12.00;6836444.97;3505924.63;0.00;0.00;;0.00;8330094.25;0.00;0.00;0.00;;0.00;0.00;0.00;
00.080.671/0001-00;2023-12-31;3;133573;CARAMURU ALIMENTOS S.A.;2022-01-01;2022-12-31;26231356.88;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.192.769/0001-59;2023-12-31;1;127620;NEUMARKT TRADE AND FINANCIAL CENTER S/A;2022-01-01;2022-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Os Membros do Conselho não receberam remuneração.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Conselho de Administração;1.00;59200.00;0.17;59200.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no [Ofício Circular Anual 2023 CVM/SEP] o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Diretoria Estatutária;0.33;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no [Ofício Circular Anual 2023 CVM/SEP] o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2021-01-01;2021-12-31;59200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no [Ofício Circular Anual 2023 CVM/SEP] o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Conselho de Administração;6.00;355200.00;1.00;355200.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2022-01-01;2022-12-31;355200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;404484.00;Conselho de Administração;6.00;404484.00;1.00;404484.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;404484.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.194.724/0001-13;2023-12-31;7;137743;AES BRASIL OPERAÇÕES S.A.;2023-01-01;2023-12-31;404484.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2023 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;20063465.00;Conselho de Administração;8.33;420000.00;2.00;420000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;20063465.00;Diretoria Estatutária;7.00;19643465.00;7.00;5256000.00;541190.00;0.00;0.00;;0.00;5256000.00;0.00;0.00;0.00;;0.00;0.00;8590275.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Conselho de Administração;6.00;162666.67;2.00;162666.67;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Diretoria Estatutária;3.00;2525000.00;3.00;400000.00;170000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1955000.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;13600000.00;Conselho de Administração;5.00;420000.00;5.00;270000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;150000.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2021-01-01;2021-12-31;13600000.00;Diretoria Estatutária;3.00;13180000.00;3.00;2000000.00;150000.00;0.00;0.00;;10000000.00;0.00;0.00;0.00;0.00;;0.00;0.00;1030000.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;996780.00;Conselho de Administração;2.92;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2023-12-31;9;137763;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2020-01-01;2020-12-31;996780.00;Diretoria Estatutária;2.75;996780.00;2.33;920000.00;76780.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;2645644.68;Conselho de Administração;8.00;316176.98;7.00;311399.20;4777.78;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;2645644.68;Diretoria Estatutária;5.00;2091247.30;5.00;1636419.14;454828.16;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2020-01-01;2020-12-31;2645644.68;Conselho Fiscal;5.00;238220.40;5.00;238220.40;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Conselho de Administração;8.00;245616.02;6.00;241334.38;4281.64;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Diretoria Estatutária;5.00;2168032.14;5.00;2062281.90;105750.24;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2021-01-01;2021-12-31;2658920.97;Conselho Fiscal;5.00;245272.81;5.00;243910.47;1362.34;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho de Administração;8.00;233034.92;7.00;229337.14;3697.78;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Diretoria Estatutária;5.00;2293692.05;5.00;1926246.75;367445.30;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho Fiscal;5.00;269792.71;5.00;269792.71;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;5333285.93;Conselho de Administração;8.00;435758.42;7.00;415008.02;20750.40;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;5333285.93;Diretoria Estatutária;5.00;4625178.50;5.00;3857446.38;767732.12;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2023-12-31;15;136065;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;5333285.93;Conselho Fiscal;5.00;272349.01;5.00;259380.01;12969.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme modelo de remuneração implantado na Companhia, os administradores não tem remuneração fixa.
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2023-12-31;3;134771;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2023-12-31;4;137655;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES (vide item "iii" adiante). Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020 A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
