CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Centro-Oeste;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Exterior;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Nordeste;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Norte;0;0;0
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sudeste;0;1;1
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Sul;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Centro-Oeste;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Exterior;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Nordeste;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Norte;0;0;0
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sudeste;23;167;223
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Sul;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Centro-Oeste;16;65;8
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Exterior;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Nordeste;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Norte;0;0;0
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Sudeste;722;2481;323
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Sul;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Centro-Oeste;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Exterior;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Nordeste;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Norte;0;0;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Sudeste;0;2;0
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Sul;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Centro-Oeste;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Exterior;0;0;0
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Nordeste;8;18;4
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Norte;20;48;6
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Sudeste;248;641;124
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Sul;211;347;39
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Centro-Oeste;35;28;0
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Exterior;0;1;0
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Nordeste;84;54;0
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Norte;8;8;0
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Sudeste;1223;1220;46
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Sul;677;506;8
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Centro-Oeste;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Exterior;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Nordeste;0;2;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Norte;0;0;0
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sudeste;6;46;8
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Sul;99;214;36
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Centro-Oeste;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Exterior;0;0;2
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Nordeste;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Norte;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Sudeste;0;0;0
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Sul;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Centro-Oeste;359;850;52
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Exterior;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Nordeste;0;0;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Norte;3;3;0
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Sudeste;626;2476;353
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Sul;755;2530;307
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Centro-Oeste;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Exterior;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Nordeste;0;13;1
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Norte;0;0;0
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Sudeste;24;59;9
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Sul;0;0;0
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Centro-Oeste;101;262;16
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Exterior;0;0;0
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Nordeste;131;487;78
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Norte;86;174;7
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Sudeste;1498;5693;574
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Sul;185;436;55
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Centro-Oeste;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Exterior;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Nordeste;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Norte;0;0;0
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Sudeste;2;10;6
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Sul;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Centro-Oeste;10;79;3
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Exterior;0;0;0
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Nordeste;25;89;8
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Norte;3;83;13
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Sudeste;0;2;3
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Sul;160;653;84
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Centro-Oeste;359;850;52
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Exterior;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Nordeste;0;0;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Norte;3;3;0
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Sudeste;626;2476;353
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Sul;755;2530;307
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Centro-Oeste;360;1252;149
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Exterior;0;0;0
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Nordeste;1042;2345;228
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Norte;196;323;29
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Sudeste;3541;14178;2071
02.558.157/0001-62;2023-12-31;7;135834;TELEFÔNICA BRASIL S.A;Sul;2142;4525;581
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Exterior;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Nordeste;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Norte;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Sudeste;0;0;0
02.591.787/0001-39;2023-12-31;4;127141;CAPITALPART PARTICIPACOES S.A.;Sul;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Centro-Oeste;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Exterior;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Nordeste;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Norte;0;0;0
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Sudeste;5;38;4
02.664.042/0001-52;2023-12-31;2;135883;TERMINAL GARAGEM MENEZES CORTES S.A.;Sul;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Exterior;0;0;0
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Nordeste;7;29;4
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Norte;107;216;38
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Sudeste;499;1709;511
02.762.121/0001-04;2023-12-31;9;136600;SANTOS BRASIL PARTICIPACOES S.A.;Sul;20;77;47
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Exterior;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Nordeste;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Norte;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Sudeste;0;0;0
02.762.124/0001-30;2023-12-31;2;136559;BETAPART PARTICIPACOES S.A.;Sul;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Exterior;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Nordeste;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Norte;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Sudeste;0;0;0
02.796.775/0001-40;2023-12-31;2;136560;GAMA PARTICIPACOES S.A.;Sul;0;0;0
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Centro-Oeste;817;2141;440
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Exterior;0;0;0
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Nordeste;775;2205;304
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Norte;178;350;31
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Sudeste;2958;7698;1333
02.800.026/0001-40;2023-12-31;16;137698;COGNA EDUCAÇÃO S.A.;Sul;1006;2781;328
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Centro-Oeste;257;550;44
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Exterior;0;0;0
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Nordeste;380;1079;66
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Norte;0;21;3
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Sudeste;3747;8250;1285
02.846.056/0001-97;2023-12-31;10;136034;CCR S.A.;Sul;557;842;118
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Centro-Oeste;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Exterior;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Nordeste;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Norte;0;0;0
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Sudeste;41;39;5
02.860.694/0001-62;2023-12-31;10;137709;T4F ENTRETENIMENTO S.A.;Sul;0;0;0
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Centro-Oeste;13761;17305;4092
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Exterior;27552;56384;31464
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Nordeste;1172;2827;369
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Norte;2951;3464;586
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Sudeste;14317;22417;5647
02.916.265/0001-60;2023-12-31;10;137802;JBS S.A.;Sul;21769;26030;7172
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Centro-Oeste;3255;5355;574
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Exterior;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Nordeste;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Norte;0;0;0
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Sudeste;474;983;78
02.932.074/0001-91;2023-12-31;9;137158;HYPERA S.A.;Sul;11;30;23
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Centro-Oeste;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Exterior;0;0;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Nordeste;0;4;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Norte;1;3;0
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sudeste;34;95;5
02.950.811/0001-89;2023-12-31;19;136543;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Sul;1;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Centro-Oeste;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Exterior;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Nordeste;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Norte;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Sudeste;0;0;0
02.992.449/0001-09;2023-12-31;2;136562;PROMPT PARTICIPACOES S.A.;Sul;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Centro-Oeste;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Exterior;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Nordeste;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Norte;0;0;0
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Sudeste;190;91;1
02.998.301/0001-81;2023-12-31;11;137175;RIO PARANAPANEMA ENERGIA S.A.;Sul;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Centro-Oeste;1;36;8
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Exterior;0;0;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Nordeste;0;10;1
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Norte;0;5;0
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sudeste;217;921;201
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Sul;7;35;2
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Centro-Oeste;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Exterior;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Nordeste;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Norte;0;0;0
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sudeste;7;36;17
03.014.553/0001-91;2023-12-31;5;137796;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Sul;0;0;0
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Centro-Oeste;17;94;6
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Exterior;0;0;0
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Nordeste;1441;2853;373
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Norte;260;1286;265
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Sudeste;0;0;0
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Sul;118;954;226
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Centro-Oeste;0;0;0
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Exterior;0;0;0
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Nordeste;0;0;0
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Norte;0;0;0
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Sudeste;1;7;0
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Sul;11;18;3
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Centro-Oeste;0;0;0
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Exterior;0;0;0
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Nordeste;148;712;409
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Norte;0;0;0
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Sudeste;0;0;0
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Sul;0;0;0
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;675;3239;570
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Centro-Oeste;558;1760;109
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Exterior;0;0;0
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Nordeste;0;2;0
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Norte;2;2;0
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Sudeste;1;0;0
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Sul;0;0;0
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Centro-Oeste;9;20;13
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Exterior;0;0;0
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Nordeste;25;56;6
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Norte;0;0;0
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Sudeste;193;387;93
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Sul;60;70;10
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Centro-Oeste;0;0;0
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Exterior;0;0;0
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Nordeste;94;88;8
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Norte;0;0;0
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Sudeste;527;1342;200
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Sul;0;0;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Centro-Oeste;0;0;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Exterior;0;0;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Nordeste;3;47;4
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Norte;0;0;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Sudeste;1;3;0
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Sul;0;0;0
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Centro-Oeste;13;4;1
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Exterior;3;12;3
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Nordeste;31;34;0
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Norte;2;6;0
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Sudeste;1124;1413;57
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Sul;25;51;0
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Centro-Oeste;0;0;0
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Exterior;0;0;0
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Nordeste;0;0;0
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Norte;0;0;0
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Sudeste;0;2;19
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Sul;0;0;0
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Centro-Oeste;3519;4379;567
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Exterior;4156;8748;3384
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Nordeste;0;0;0
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Norte;472;394;59
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Sudeste;1298;1901;371
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Sul;1149;1781;356
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;Centro-Oeste;19;64;7
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;Exterior;0;0;0
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;Nordeste;33;180;21
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;Norte;4;71;16
