CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
02.998.611/0001-04;2023-12-31;11;137825;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;12.00;1.00;3.180000;17.32;17.32;17.32
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.17;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.58;1.00;3.180000;17.32;17.32;17.32
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;1.00;3.180000;20.10;20.10;20.10
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;1.00;3.180000;20.10;20.10;20.10
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.00;21.040000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.58;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.00;21.040000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;2.00;0.110400;21.04;0.00;20.87
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;2.00;0.038200;21.41;0.00;0.00
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;4.900000;0.01;0.01;0.00
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.448000;20.10;20.08;0.00
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;0.929000;20.54;20.32;0.00
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;7.00;1.000000;20.54;20.54;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Conselho de Administração;4.33;4.33;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2022-01-01;2022-12-31;Conselho de Administração;4.33;4.33;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2020-01-01;2020-12-31;Conselho Fiscal;6.00;3.00;0.000000;0.00;0.00;0.00
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Diretoria Estatutária;3.33;3.33;0.000000;0.00;0.00;0.00
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2020-01-01;2020-12-31;Diretoria Estatutária;5.25;5.25;0.000000;5.48;14.37;0.00
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2.960000;7.19;0.00;0.00
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.92;4.92;2.960000;6.92;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.030000;4.01;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.020000;3.89;0.00;3.55
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.25;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.050000;3.75;0.00;3.53
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.33;4.33;0.020000;3.04;0.00;3.06
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;2.00;0.220000;15.18;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;2.00;0.080000;11.32;0.00;11.32
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.67;2.00;0.080000;15.30;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0.080000;19.40;0.00;0.00
04.069.709/0001-02;2023-12-31;6;137072;BIONEXO S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0.000000;0.00;0.00;0.00
04.069.709/0001-02;2023-12-31;6;137072;BIONEXO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.91;1.00;0.360000;45.00;0.00;45.78
04.069.709/0001-02;2023-12-31;6;137072;BIONEXO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.08;1.00;0.720000;43.82;0.00;44.83
04.149.454/0001-80;2023-12-31;5;135938;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.00;0.500000;16.43;0.00;16.60
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.140000;7.61;0.00;6.01
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.060000;16.21;16.39;9.09
04.752.991/0001-10;2023-12-31;19;137854;BIOMM S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;1.220000;19.11;0.00;20.67
04.752.991/0001-10;2023-12-31;19;137854;BIOMM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;1.220000;22.58;0.00;59.83
04.752.991/0001-10;2023-12-31;19;137854;BIOMM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;1.130000;25.34;0.00;0.00
04.821.041/0001-08;2023-12-31;5;137910;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
04.821.041/0001-08;2023-12-31;5;137910;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;1.00;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;8.00;0.240000;17.52;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.140000;21.64;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.83;7.83;0.040000;25.37;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.75;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.00;8.00;0.070000;26.47;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;7.83;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.83;4.83;0.070000;5.71;10.05;7.65
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.100000;31.55;0.00;28.40
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;1.220000;47675292.56;1884798.17;0.00
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1.090000;41360755.16;0.00;0.00
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;1.050000;31135743.39;0.00;238262.80
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;1.080000;23701516.02;0.00;161837.40
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;7.00;3.180000;15.11;15.11;15.11
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;7.00;3.180000;17.32;17.32;17.32
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;3.180000;20.10;20.10;20.10
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;3.180000;20.10;20.10;20.10
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.00;2.00;0.000000;0.00;0.00;0.00
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;13.00;13.00;0.500000;10.30;10.30;0.00
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.42;0.00;0.000000;0.00;0.00;0.00
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;8.58;0.00;0.00
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
