CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
01.851.771/0001-55;2023-12-31;2;136558;524 PARTICIPACOES S.A.;Diretoria;0;0;0;0;2;N
01.896.779/0001-38;2023-12-31;3;137625;CSU DIGITAL S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
01.896.779/0001-38;2023-12-31;3;137625;CSU DIGITAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.896.779/0001-38;2023-12-31;3;137625;CSU DIGITAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
01.896.779/0001-38;2023-12-31;3;137625;CSU DIGITAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.896.779/0001-38;2023-12-31;3;137625;CSU DIGITAL S.A.;Diretoria;0;3;0;0;0;N
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;N
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.917.818/0001-36;2023-12-31;7;133954;LIGHT ENERGIA S.A.;Diretoria;0;4;0;0;0;N
01.938.783/0001-11;2023-12-31;13;137376;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Efetivos;0;3;0;0;2;N
01.938.783/0001-11;2023-12-31;13;137376;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.938.783/0001-11;2023-12-31;13;137376;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Efetivos;1;4;0;0;0;N
01.938.783/0001-11;2023-12-31;13;137376;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.938.783/0001-11;2023-12-31;13;137376;CIA PARTICIPACOES ALIANCA DA BAHIA;Diretoria;1;2;0;0;0;N
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;2;0;0;0;N
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.957.772/0001-89;2023-12-31;2;130691;SUL 116 PARTICIPACOES S.A.;Diretoria;0;2;0;0;0;N
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.968.293/0001-68;2023-12-31;3;135774;ELETRORIVER S.A.;Diretoria;0;2;0;0;0;N
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
01.989.044/0001-59;2023-12-31;1;127736;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diretoria;0;0;0;0;0;S
02.016.440/0001-62;2023-12-31;5;135827;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;1;0;0;1;N
02.016.440/0001-62;2023-12-31;5;135827;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.016.440/0001-62;2023-12-31;5;135827;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.016.440/0001-62;2023-12-31;5;135827;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.016.440/0001-62;2023-12-31;5;135827;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Diretoria;0;8;0;0;0;N
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.031.413/0001-69;2023-12-31;7;135946;PETRO RIO JAGUAR PETRÓLEO S.A.;Diretoria;0;4;0;0;0;N
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;1;9;0;0;0;N
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.041.460/0001-93;2023-12-31;6;137864;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;Diretoria;0;3;0;0;0;N
02.062.747/0001-08;2023-12-31;3;136561;SUDESTE S.A.;Conselho de Administração - Efetivos;0;0;0;0;3;N
02.062.747/0001-08;2023-12-31;3;136561;SUDESTE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.062.747/0001-08;2023-12-31;3;136561;SUDESTE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.062.747/0001-08;2023-12-31;3;136561;SUDESTE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.062.747/0001-08;2023-12-31;3;136561;SUDESTE S.A.;Diretoria;0;0;0;0;2;N
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.149.205/0001-69;2023-12-31;10;137754;PORTO SEGURO S.A.;Diretoria;0;7;0;0;0;N
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;S
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.162.616/0001-94;2023-12-31;2;127264;UPTICK PARTICIPACOES S.A.;Diretoria;0;0;0;0;0;S
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;3;0;0;2;N
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.193.750/0001-52;2023-12-31;4;136564;DEXXOS PARTICIPAÇÕES S.A.;Diretoria;0;2;0;0;0;N
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho Fiscal - Efetivos;0;1;0;0;0;N
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.201.787/0001-85;2023-12-31;4;133316;CEL PARTICIPAÇÕES S.A. - CELPAR;Diretoria;1;0;0;0;0;N
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.217.319/0001-07;2023-12-31;5;135772;YBYRÁ CAPITAL S.A.;Diretoria;0;2;0;0;0;N
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;N
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.255.187/0001-08;2023-12-31;8;136653;UNIFIQUE TELECOMUNICAÇÕES S.A.;Diretoria;0;6;0;0;0;N
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.258.422/0001-97;2023-12-31;3;135398;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Diretoria;0;2;0;0;0;N
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Conselho de Administração - Efetivos;0;0;0;0;0;S
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.281.836/0001-37;2023-12-31;1;127674;TRANSNORDESTINA LOGISTICA SA;Diretoria;0;0;0;0;0;S
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.286.479/0001-08;2023-12-31;6;133773;LOCALIZA FLEET S.A.;Diretoria;0;3;0;0;0;N
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho de Administração - Efetivos;0;5;0;0;0;N
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.291.077/0001-93;2023-12-31;2;129159;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Diretoria;1;1;0;0;0;N
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;N
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.302.100/0001-06;2023-12-31;3;134202;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diretoria;1;6;0;0;0;N
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho de Administração - Efetivos;2;9;0;0;0;N
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal - Efetivos;3;3;0;0;0;N
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Conselho Fiscal - Suplentes;2;4;0;0;0;N
02.302.101/0001-42;2023-12-31;9;135805;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diretoria;0;4;0;0;0;N
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Conselho de Administração - Efetivos;2;4;0;0;0;N
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;N
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Conselho Fiscal - Suplentes;2;3;0;0;0;N
02.328.280/0001-97;2023-12-31;9;135991;ELEKTRO REDES S.A.;Diretoria;1;3;0;0;0;N
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Conselho de Administração - Efetivos;2;1;0;0;0;N
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.338.534/0001-58;2023-12-31;2;135907;LONGDIS S.A.;Diretoria;1;3;0;0;0;N
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;N
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Conselho de Administração - Suplentes;2;4;0;0;0;N
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Conselho Fiscal - Suplentes;1;2;0;0;0;N
02.351.144/0001-18;2023-12-31;9;135755;TEGMA GESTAO LOGISTICA S.A.;Diretoria;1;3;0;0;0;N
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Conselho de Administração - Efetivos;2;6;0;0;0;N
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.351.877/0001-52;2023-12-31;27;136130;LWSA S/A;Diretoria;2;6;0;0;0;N
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho de Administração - Efetivos;1;4;0;0;0;N
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.357.251/0001-53;2023-12-31;6;136120;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diretoria;0;5;0;0;0;N
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.365.069/0001-44;2023-12-31;6;135744;PADTEC HOLDING S.A.;Diretoria;1;3;0;0;0;N
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.382.073/0001-10;2023-12-31;5;136556;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diretoria;0;4;0;0;0;N
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Conselho de Administração - Efetivos;3;7;0;0;0;N
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Conselho Fiscal - Efetivos;1;4;0;0;0;N
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Conselho Fiscal - Suplentes;2;2;0;0;0;N
02.387.241/0001-60;2023-12-31;17;137808;RUMO S.A.;Diretoria;0;5;0;0;0;N
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;N
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.397.080/0001-96;2023-12-31;3;135956;ITAPEBI GERACAO DE ENERGIA S.A.;Diretoria;0;4;0;0;0;N
02.415.408/0001-50;2023-12-31;1;127886;CONC ROD.OESTE SP VIAOESTE S.A;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.415.408/0001-50;2023-12-31;1;127886;CONC ROD.OESTE SP VIAOESTE S.A;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.415.408/0001-50;2023-12-31;1;127886;CONC ROD.OESTE SP VIAOESTE S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.415.408/0001-50;2023-12-31;1;127886;CONC ROD.OESTE SP VIAOESTE S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.415.408/0001-50;2023-12-31;1;127886;CONC ROD.OESTE SP VIAOESTE S.A;Diretoria;1;2;0;0;0;N
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Conselho de Administração - Efetivos;3;7;0;0;0;N
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;N
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Conselho Fiscal - Suplentes;1;2;0;0;0;N
02.421.421/0001-11;2023-12-31;8;135622;TIM S.A.;Diretoria;3;3;0;0;0;N
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;N
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Conselho Fiscal - Efetivos;1;1;0;1;0;N
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Conselho Fiscal - Suplentes;1;0;0;2;0;N
02.429.144/0001-93;2023-12-31;6;137649;CPFL ENERGIA S.A.;Diretoria;1;7;0;0;0;N
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Conselho de Administração - Efetivos;1;2;0;0;0;N
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.451.848/0001-62;2023-12-31;2;135880;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Diretoria;0;3;0;0;0;N
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Conselho de Administração - Efetivos;2;7;0;0;0;N
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Conselho de Administração - Suplentes;2;7;0;0;0;N
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
02.474.103/0001-19;2023-12-31;11;136621;ENGIE BRASIL ENERGIA S.A.;Diretoria;1;7;0;0;0;N
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.502.844/0001-66;2023-12-31;5;136583;RUMO MALHA PAULISTA S.A.;Diretoria;0;5;0;0;0;N
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Conselho de Administração - Efetivos;0;0;0;0;8;N
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
02.509.186/0001-34;2023-12-31;1;127973;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Diretoria;0;0;0;0;2;N
02.509.491/0001-26;2023-12-31;7;135929;CONC ECOVIAS IMIGRANTES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
02.509.491/0001-26;2023-12-31;7;135929;CONC ECOVIAS IMIGRANTES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
