CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;4;1.00;1.00;0.00
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;4;1.00;1.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.92;5.92;0;0.00;0.00;0.00
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;216253;23.71;18.03;1228317.04
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;0;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;2.00;448192;16.08;18.49;-1080142.72
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;124749;20.03;16.64;422899.11
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;220012;17.40;7.79;2114315.32
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;292997;11.52;12.08;-164078.32
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.67;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;258024;5.87;9.33;-892763.04
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.25;6.25;242989;5.89;7.35;-354763.94
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2022-01-01;2022-12-31;Conselho de Administração;9.00;8.00;499295;0.00;6.55;-3270382.25
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0;0.00;0.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2021-01-01;2021-12-31;Conselho de Administração;7.33;4.92;313447;0.00;5.72;-1792916.84
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2021-01-01;2021-12-31;Diretoria Estatutária;3.67;2.00;0;0.00;0.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2020-01-01;2020-12-31;Conselho de Administração;4.25;0.25;50382;0.00;2.23;-112351.86
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2020-01-01;2020-12-31;Diretoria Estatutária;1.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;6.42;917948;6.27;6.17;91794.80
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;12945;17.12;17.12;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;26.00;1579641;17.13;17.13;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;1.00;0;0.00;0.00;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;23688;15.25;15.25;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;26.00;26.00;1953314;15.47;15.47;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;20200;17.83;17.83;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;28.00;28.00;2955344;18.66;18.66;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;2.00;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;8.33;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.08;8.08;0;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;6.00;0;0.00;0.00;0.00
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;15.00;15.00;0;0.00;0.00;0.00
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;5589374;3.34;3.34;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.25;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.33;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;60912;0.00;25.02;-1524018.24
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;12.50;822884;0.00;25.00;-20572100.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;5.00;64998;0.00;49.21;-3198551.58
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.75;1.00;523348;0.00;48.90;-25591717.20
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;12.17;1.00;163288;0.00;40.63;-6634391.44
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.67;4.00;81996;0.00;32.89;-2696848.44
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;1.00;233333;0.00;9.67;-2256330.11
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;332284;0.00;9.03;-3000524.52
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0;0.00;0.00;0.00
